"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","DE27B","Ostallgäu","","","","","","","","","","","","","","","","","",""
"","","","","DE27E","Oberallgäu","","","","","","","","","","","","","","","","","",""
"","","","","DE216","Bad Tölz-Wolfratshausen","","","","","","","","","","","","","","","","","",""
"","","","","DE2D","Oberland","","","","","","","","","","","","","","","","","",""
"","","","","DE21D","Garmisch-Partenkirchen","","","","","","","","","","","","","","","","","",""
"","","","","DE21F","Miesbach","","","","","","","","","","","","","","","","","",""
"","","","","DE21N","Weilheim-Schongau","","","","","","","","","","","","","","","","","",""
"","","","","DE213","Rosenheim Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE2C","Südostoberbayern","","","","","","","","","","","","","","","","","",""
"","","","","DE214","Altötting","","","","","","","","","","","","","","","","","",""
"","","","","DE215","Berchtesgadener Land","","","","","","","","","","","","","","","","","",""
"","","","","DE21G","Mühldorf a. Inn","","","","","","","","","","","","","","","","","",""
"","","","","DE21K","Rosenheim Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE21M","Traunstein","","","","","","","","","","","","","","","","","",""
"","","","","DE300","Berlin","","","","","","","","","","","","","","","","","",""
"","","","","DE3A","Berlin","","","","","","","","","","","","","","","","","",""
"","","","","DE40A","Oberhavel","","","","","","","","","","","","","","","","","",""
"","","","","DE4E","Prignitz-Oberhavel","","","","","","","","","","","","","","","","","",""
"","","","","DE40D","Ostprignitz-Ruppin","","","","","","","","","","","","","","","","","",""
"","","","","DE40F","Prignitz","","","","","","","","","","","","","","","","","",""
"","","","","DE405","Barnim","","","","","","","","","","","","","","","","","",""
"","","","","DE4D","Uckermark-Barnim","","","","","","","","","","","","","","","","","",""
"","","","","DE40I","Uckermark","","","","","","","","","","","","","","","","","",""
"","","","","DE403","Frankfurt (Oder) Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE4C","Oderland-Spree","","","","","","","","","","","","","","","","","",""
"","","","","DE409","Märkisch-Oderland","","","","","","","","","","","","","","","","","",""
"","","","","DE40C","Oder-Spree","","","","","","","","","","","","","","","","","",""
"","","","","DE402","Cottbus Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE4B","Lausitz-Spreewald","","","","","","","","","","","","","","","","","",""
"","","","","DE406","Dahme-Spreewald","","","","","","","","","","","","","","","","","",""
"","","","","DE407","Elbe-Elster","","","","","","","","","","","","","","","","","",""
"","","","","DE40B","Oberspreewald-Lausitz","","","","","","","","","","","","","","","","","",""
"","","","","DE40G","Spree-Neiße","","","","","","","","","","","","","","","","","",""
"","","","","DE401","Brandenburg an der Havel Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE4A","Havelland-Fläming","","","","","","","","","","","","","","","","","",""
"","","","","DE404","Potsdam Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE408","Havelland","","","","","","","","","","","","","","","","","",""
"","","","","DE40E","Potsdam-Mittelmark","","","","","","","","","","","","","","","","","",""
"","","","","DE40H","Teltow-Fläming","","","","","","","","","","","","","","","","","",""
"","","","","DE501","Bremen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE5A","Bremen","","","","","","","","","","","","","","","","","",""
"","","","","DE502","Bremerhaven Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE5B","Bremerhaven","","","","","","","","","","","","","","","","","",""
"","","","","DE932","Cuxhaven","","","","","","","","","","","","","","","","","",""
"","","","","DE94G","Wesermarsch","","","","","","","","","","","","","","","","","",""
"","","","","DE600","Hamburg","","","","","","","","","","","","","","","","","",""
"","","","","DE6A","Hamburg","","","","","","","","","","","","","","","","","",""
"","","","","DE731","Kassel Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE7D","Nordhessen","","","","","","","","","","","","","","","","","",""
"","","","","DE734","Kassel Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE735","Schwalm-Eder-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE736","Waldeck-Frankenberg","","","","","","","","","","","","","","","","","",""
"","","","","DE737","Werra-Meißner-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE721","Gießen Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE7C","Mittelhessen","","","","","","","","","","","","","","","","","",""
"","","","","DE722","Lahn-Dill-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE723","Limburg-Weilburg","","","","","","","","","","","","","","","","","",""
"","","","","DE724","Marburg-Biedenkopf","","","","","","","","","","","","","","","","","",""
"","","","","DE725","Vogelsbergkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE732","Fulda","","","","","","","","","","","","","","","","","",""
"","","","","DE7E","Osthessen","","","","","","","","","","","","","","","","","",""
"","","","","DE733","Hersfeld-Rotenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE712","Frankfurt am Main Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE7B","Rhein-Main","","","","","","","","","","","","","","","","","",""
"","","","","DE713","Offenbach am Main Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE714","Wiesbaden Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE718","Hochtaunuskreis","","","","","","","","","","","","","","","","","",""
"","","","","DE719","Main-Kinzig-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE71A","Main-Taunus-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE71C","Offenbach Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE71D","Rheingau-Taunus-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DE71E","Wetteraukreis","","","","","","","","","","","","","","","","","",""
"","","","","DE711","Darmstadt Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE7A","Starkenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE715","Bergstraße","","","","","","","","","","","","","","","","","",""
"","","","","DE716","Darmstadt-Dieburg","","","","","","","","","","","","","","","","","",""
"","","","","DE717","Groß-Gerau","","","","","","","","","","","","","","","","","",""
"","","","","DE71B","Odenwaldkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE804","Schwerin, Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE8B","Westmecklenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE803","Rostock, Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE8A","Mittleres Mecklenburg/Rostock","","","","","","","","","","","","","","","","","",""
"","","","","DE942","Emden Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE9J","Ost-Friesland","","","","","","","","","","","","","","","","","",""
"","","","","DE945","Wilhelmshaven Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE947","Aurich","","","","","","","","","","","","","","","","","",""
"","","","","DE94A","Friesland (DE)","","","","","","","","","","","","","","","","","",""
"","","","","DE94C","Leer","","","","","","","","","","","","","","","","","",""
"","","","","DE94H","Wittmund","","","","","","","","","","","","","","","","","",""
"","","","","DE933","Harburg","","","","","","","","","","","","","","","","","",""
"","","","","DE9H","Hamburg-Umland-Süd","","","","","","","","","","","","","","","","","",""
"","","","","DE937","Rotenburg (Wümme)","","","","","","","","","","","","","","","","","",""
"","","","","DE939","Stade","","","","","","","","","","","","","","","","","",""
"","","","","DE922","Diepholz","","","","","","","","","","","","","","","","","",""
"","","","","DE9C","Bremen-Umland","","","","","","","","","","","","","","","","","",""
"","","","","DE936","Osterholz","","","","","","","","","","","","","","","","","",""
"","","","","DE93B","Verden","","","","","","","","","","","","","","","","","",""
"","","","","DE941","Delmenhorst Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE943","Oldenburg (Oldenburg) Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE9K","Oldenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE946","Ammerland","","","","","","","","","","","","","","","","","",""
"","","","","DE948","Cloppenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE94D","Oldenburg Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE949","Emsland","","","","","","","","","","","","","","","","","",""
"","","","","DE9M","Emsland","","","","","","","","","","","","","","","","","",""
"","","","","DE94B","Grafschaft Bentheim","","","","","","","","","","","","","","","","","",""
"","","","","DE944","Osnabrück Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE9L","Osnabrück","","","","","","","","","","","","","","","","","",""
"","","","","DE94E","Osnabrück Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE94F","Vechta","","","","","","","","","","","","","","","","","",""
"","","","","DE927","Nienburg (Weser)","","","","","","","","","","","","","","","","","",""
"","","","","DE9E","Hannover","","","","","","","","","","","","","","","","","",""
"","","","","DE928","Schaumburg","","","","","","","","","","","","","","","","","",""
"","","","","DE929","Region Hannover","","","","","","","","","","","","","","","","","",""
"","","","","DE931","Celle","","","","","","","","","","","","","","","","","",""
"","","","","DE9F","Südheide","","","","","","","","","","","","","","","","","",""
"","","","","DE938","Heidekreis","","","","","","","","","","","","","","","","","",""
"","","","","DE934","Lüchow-Dannenberg","","","","","","","","","","","","","","","","","",""
"","","","","DE9I","Lüneburg","","","","","","","","","","","","","","","","","",""
"","","","","DE935","Lüneburg Landkreis","","","","","","","","","","","","","","","","","",""
"","","","","DE93A","Uelzen","","","","","","","","","","","","","","","","","",""
"","","","","DE911","Braunschweig Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE9A","Braunschweig","","","","","","","","","","","","","","","","","",""
"","","","","DE912","Salzgitter Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE913","Wolfsburg Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DE914","Gifhorn","","","","","","","","","","","","","","","","","",""
"","","","","DE916","Goslar","","","","","","","","","","","","","","","","","",""
"","","","","DE917","Helmstedt","","","","","","","","","","","","","","","","","",""
"","","","","DE91A","Peine","","","","","","","","","","","","","","","","","",""
"","","","","DE91B","Wolfenbüttel","","","","","","","","","","","","","","","","","",""
"","","","","DE923","Hameln-Pyrmont","","","","","","","","","","","","","","","","","",""
"","","","","DE9D","Hildesheim","","","","","","","","","","","","","","","","","",""
"","","","","DE925","Hildesheim","","","","","","","","","","","","","","","","","",""
"","","","","DE915","Göttingen","","","","","","","","","","","","","","","","","",""
"","","","","DE9B","Göttingen","","","","","","","","","","","","","","","","","",""
"","","","","DE918","Northeim","","","","","","","","","","","","","","","","","",""
"","","","","DE919","Osterode am Harz","","","","","","","","","","","","","","","","","",""
"","","","","DE926","Holzminden","","","","","","","","","","","","","","","","","",""
"","","","","DEA33","Münster Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAG","Münster","","","","","","","","","","","","","","","","","",""
"","","","","DEA34","Borken","","","","","","","","","","","","","","","","","",""
"","","","","DEA35","Coesfeld","","","","","","","","","","","","","","","","","",""
"","","","","DEA37","Steinfurt","","","","","","","","","","","","","","","","","",""
"","","","","DEA38","Warendorf","","","","","","","","","","","","","","","","","",""
"","","","","DEA41","Bielefeld Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAH","Bielefeld","","","","","","","","","","","","","","","","","",""
"","","","","DEA42","Gütersloh","","","","","","","","","","","","","","","","","",""
"","","","","DEA43","Herford","","","","","","","","","","","","","","","","","",""
"","","","","DEA45","Lippe","","","","","","","","","","","","","","","","","",""
"","","","","DEA46","Minden-Lübbecke","","","","","","","","","","","","","","","","","",""
"","","","","DEA44","Höxter","","","","","","","","","","","","","","","","","",""
"","","","","DEAI","Paderborn","","","","","","","","","","","","","","","","","",""
"","","","","DEA47","Paderborn","","","","","","","","","","","","","","","","","",""
"","","","","DEA57","Hochsauerlandkreis","","","","","","","","","","","","","","","","","",""
"","","","","DEAL","Arnsberg","","","","","","","","","","","","","","","","","",""
"","","","","DEA5B","Soest","","","","","","","","","","","","","","","","","",""
"","","","","DEA52","Dortmund Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAK","Dortmund","","","","","","","","","","","","","","","","","",""
"","","","","DEA54","Hamm Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA5C","Unna","","","","","","","","","","","","","","","","","",""
"","","","","DEA31","Bottrop Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAF","Emscher-Lippe","","","","","","","","","","","","","","","","","",""
"","","","","DEA32","Gelsenkirchen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA36","Recklinghausen","","","","","","","","","","","","","","","","","",""
"","","","","DEA12","Duisburg Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAB","Duisburg/Essen","","","","","","","","","","","","","","","","","",""
"","","","","DEA13","Essen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA16","Mülheim an der Ruhr,Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA17","Oberhausen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA1B","Kleve","","","","","","","","","","","","","","","","","",""
"","","","","DEA1F","Wesel","","","","","","","","","","","","","","","","","",""
"","","","","DEA11","Düsseldorf Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAA","Düsseldorf","","","","","","","","","","","","","","","","","",""
"","","","","DEA14","Krefeld Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA15","Mönchengladbach Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA18","Remscheid Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA19","Solingen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA1A","Wuppertal Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA1C","Mettmann","","","","","","","","","","","","","","","","","",""
"","","","","DEA1D","Rhein-Kreis Neuss","","","","","","","","","","","","","","","","","",""
"","","","","DEA1E","Viersen","","","","","","","","","","","","","","","","","",""
"","","","","DEA51","Bochum Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAJ","Bochum/Hagen","","","","","","","","","","","","","","","","","",""
"","","","","DEA53","Hagen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA55","Herne Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA56","Ennepe-Ruhr-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA58","Märkischer Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA23","Köln Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAD","Cologne","","","","","","","","","","","","","","","","","",""
"","","","","DEA24","Leverkusen Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEA27","Rhein-Erft-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA2A","Oberbergischer Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA2B","Rheinisch-Bergischer Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA26","Düren","","","","","","","","","","","","","","","","","",""
"","","","","DEAE","Aachen","","","","","","","","","","","","","","","","","",""
"","","","","DEA28","Euskirchen","","","","","","","","","","","","","","","","","",""
"","","","","DEA29","Heinsberg","","","","","","","","","","","","","","","","","",""
"","","","","DEA2D","Städteregion Aachen","","","","","","","","","","","","","","","","","",""
"","","","","DEA22","Bonn Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEAC","Bonn","","","","","","","","","","","","","","","","","",""
"","","","","DEA2C","Rhein-Sieg-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEA59","Olpe","","","","","","","","","","","","","","","","","",""
"","","","","DEAM","Siegen","","","","","","","","","","","","","","","","","",""
"","","","","DEA5A","Siegen-Wittgenstein","","","","","","","","","","","","","","","","","",""
"","","","","DEB11","Koblenz Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEBA","Mittelrhein-Westerwald","","","","","","","","","","","","","","","","","",""
"","","","","DEB12","Ahrweiler","","","","","","","","","","","","","","","","","",""
"","","","","DEB13","Altenkirchen (Westerwald)","","","","","","","","","","","","","","","","","",""
"","","","","DEB16","Cochem-Zell","","","","","","","","","","","","","","","","","",""
"","","","","DEB17","Mayen-Koblenz","","","","","","","","","","","","","","","","","",""
"","","","","DEB18","Neuwied","","","","","","","","","","","","","","","","","",""
"","","","","DEB19","Rhein-Hunsrück-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEB1A","Rhein-Lahn-Kreis","","","","","","","","","","","","","","","","","",""
"","","","","DEB1B","Westerwaldkreis","","","","","","","","","","","","","","","","","",""
"","","","","DEB21","Trier Kreisfreie Stadt","","","","","","","","","","","","","","","","","",""
"","","","","DEB22","Bernkastel-Wittlich","","","","","","","","","","","","","","","","","",""
"","","","","DEB23","Eifelkreis Bitburg-Prüm","","","","","","","","","","","","","","","","","",""
"","","","","EL30","Attica","","","","","","","","","","","","","","","","","",""
"","","","","EL301","Northern Athens","","","","","","","","","","","","","","","","","",""
"","","","","EL302","Western Athens","","","","","","","","","","","","","","","","","",""
"","","","","EL303","Central Athens","","","","","","","","","","","","","","","","","",""
"","","","","EL304","Southern Athens","","","","","","","","","","","","","","","","","",""
"","","","","EL305","Eastern Attica","","","","","","","","","","","","","","","","","",""
"","","","","EL306","Western Attica","","","","","","","","","","","","","","","","","",""
"","","","","EL307","Piraeus, Islands","","","","","","","","","","","","","","","","","",""
"","","","","EL41","North Aegean","","","","","","","","","","","","","","","","","",""
"","","","","EL411","Lesbos, Lemnos","","","","","","","","","","","","","","","","","",""
"","","","","EL412","Ikaria, Samos","","","","","","","","","","","","","","","","","",""
"","","","","EL413","Chios","","","","","","","","","","","","","","","","","",""
"","","","","EL42","South Aegean","","","","","","","","","","","","","","","","","",""
"","","","","EL421","Kalymnos, Karpathos, Kos, Rhodes","","","","","","","","","","","","","","","","","",""
"","","","","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","","","","","","","","","","","","","","","","","",""
"","","","","EL43","Crete","","","","","","","","","","","","","","","","","",""
"","","","","EL431","Heraklion","","","","","","","","","","","","","","","","","",""
"","","","","EL432","Lasithi","","","","","","","","","","","","","","","","","",""
"","","","","EL433","Rethymno","","","","","","","","","","","","","","","","","",""
"","","","","EL434","Chania","","","","","","","","","","","","","","","","","",""
"","","","","EL51","Eastern Macedonia, Thrace","","","","","","","","","","","","","","","","","",""
"","","","","EL511","Evros","","","","","","","","","","","","","","","","","",""
"","","","","EL512","Xanthi","","","","","","","","","","","","","","","","","",""
"","","","","EL513","Rodope","","","","","","","","","","","","","","","","","",""
"","","","","EL514","Drama","","","","","","","","","","","","","","","","","",""
"","","","","EL515","Thassos, Kavala","","","","","","","","","","","","","","","","","",""
"","","","","EL52","Central Macedonia","","","","","","","","","","","","","","","","","",""
"","","","","EL521","Imathia","","","","","","","","","","","","","","","","","",""
"","","","","UKD33","Manchester","","","","","","","","","","","","","","","","","",""
"","","","","UKD34","Greater Manchester South West","","","","","","","","","","","","","","","","","",""
"","","","","UKD35","Greater Manchester South East","","","","","","","","","","","","","","","","","",""
"","","","","UKD36","Greater Manchester North West","","","","","","","","","","","","","","","","","",""
"","","","","UKD37","Greater Manchester North East","","","","","","","","","","","","","","","","","",""
"","","","","UKD44","Lancaster & Wyre","","","","","","","","","","","","","","","","","",""
"","","","","UKD45","Mid Lancashire","","","","","","","","","","","","","","","","","",""
"","","","","UKD46","East Lancashire","","","","","","","","","","","","","","","","","",""
"","","","","UKD47","Chorley & West Lancashire","","","","","","","","","","","","","","","","","",""
"","","","","UKH15","Norwich & East Norfolk","","","","","","","","","","","","","","","","","",""
"","","","","UKH16","North & West Norfolk","","","","","","","","","","","","","","","","","",""
"","","","","UKH17","Breckland & South Norfolk","","","","","","","","","","","","","","","","","",""
"","","","","UKH34","Essex Haven Gateway","","","","","","","","","","","","","","","","","",""
"","","","","UKH35","West Essex","","","","","","","","","","","","","","","","","",""
"","","","","UKH36","Heart of Essex","","","","","","","","","","","","","","","","","",""
"","","","","UKH37","Essex Thames Gateway","","","","","","","","","","","","","","","","","",""
"","","","","UKI31","Camden & City of London","","","","","","","","","","","","","","","","","",""
"","","","","EL522","Thessalonica","","","","","","","","","","","","","","","","","",""
"","","","","EL523","Kilkis","","","","","","","","","","","","","","","","","",""
"","","","","EL524","Pella","","","","","","","","","","","","","","","","","",""
"","","","","EL525","Pieria","","","","","","","","","","","","","","","","","",""
"","","","","EL526","Serres","","","","","","","","","","","","","","","","","",""
"","","","","EL527","Chalcidice","","","","","","","","","","","","","","","","","",""
"","","","","EL53","Western Macedonia","","","","","","","","","","","","","","","","","",""
"","","","","EL531","Grevena, Kozani","","","","","","","","","","","","","","","","","",""
"","","","","EL532","Kastoria","","","","","","","","","","","","","","","","","",""
"","","","","EL533","Florina","","","","","","","","","","","","","","","","","",""
"","","","","EL54","Epirus","","","","","","","","","","","","","","","","","",""
"","","","","EL541","Arta, Preveza","","","","","","","","","","","","","","","","","",""
"","","","","EL542","Thesprotia","","","","","","","","","","","","","","","","","",""
"","","","","EL543","Ioannina","","","","","","","","","","","","","","","","","",""
"","","","","EL61","Thessaly","","","","","","","","","","","","","","","","","",""
"","","","","EL611","Karditsa, Trikala","","","","","","","","","","","","","","","","","",""
"","","","","EL612","Larissa","","","","","","","","","","","","","","","","","",""
"","","","","EL613","Magnesia","","","","","","","","","","","","","","","","","",""
"","","","","EL62","Ionian Islands","","","","","","","","","","","","","","","","","",""
"","","","","EL621","Zakynthos","","","","","","","","","","","","","","","","","",""
"","","","","EL622","Corfu","","","","","","","","","","","","","","","","","",""
"","","","","EL623","Ithaca, Cephalonia","","","","","","","","","","","","","","","","","",""
"","","","","EL624","Lefkada","","","","","","","","","","","","","","","","","",""
"","","","","EL63","Western Greece","","","","","","","","","","","","","","","","","",""
"","","","","EL631","Aetolia-Acarnania","","","","","","","","","","","","","","","","","",""
"","","","","EL632","Achaea","","","","","","","","","","","","","","","","","",""
"","","","","EL633","Elis","","","","","","","","","","","","","","","","","",""
"","","","","EL64","Central Greece","","","","","","","","","","","","","","","","","",""
"","","","","EL641","Boeotia","","","","","","","","","","","","","","","","","",""
"","","","","EL642","Euboea","","","","","","","","","","","","","","","","","",""
"","","","","EL643","Evrytania","","","","","","","","","","","","","","","","","",""
"","","","","EL644","Phthiotis","","","","","","","","","","","","","","","","","",""
"","","","","EL645","Phocis","","","","","","","","","","","","","","","","","",""
"","","","","EL65","Peloponnese","","","","","","","","","","","","","","","","","",""
"","","","","EL651","Argolida, Arcadia","","","","","","","","","","","","","","","","","",""
"","","","","EL652","Corinthia","","","","","","","","","","","","","","","","","",""
"","","","","EL653","Laconia, Messinia","","","","","","","","","","","","","","","","","",""
"","","","","PL12B","Ciechanowski","","","","","","","","","","","","","","","","","",""
"","","","","PL12C","Plocki","","","","","","","","","","","","","","","","","",""
"","","","","PL12D","Ostrolecki","","","","","","","","","","","","","","","","","",""
"","","","","PL12E","Siedlecki","","","","","","","","","","","","","","","","","",""
"","","","","PL218","Nowosadecki","","","","","","","","","","","","","","","","","",""
"","","","","PL219","Nowotarski","","","","","","","","","","","","","","","","","",""
"","","","","PL21A","Oswiecimski","","","","","","","","","","","","","","","","","",""
"","","","","PL426","Koszalinski","","","","","","","","","","","","","","","","","",""
"","","","","PL427","Szczecinecko-pyrzycki","","","","","","","","","","","","","","","","","",""
"","","","","PL428","Szczecinski","","","","","","","","","","","","","","","","","",""
"","","","","UKI32","Westminster","","","","","","","","","","","","","","","","","",""
"","","","","UKI33","Kensington and Chelsea & Hammersmith and Fulham","","","","","","","","","","","","","","","","","",""
"","","","","UKI34","Wandsworth","","","","","","","","","","","","","","","","","",""
"","","","","UKI41","Hackney & Newham","","","","","","","","","","","","","","","","","",""
"","","","","UKI42","Tower Hamlets","","","","","","","","","","","","","","","","","",""
"","","","","UKI43","Haringey & Islington","","","","","","","","","","","","","","","","","",""
"","","","","UKI44","Lewisham & Southwark","","","","","","","","","","","","","","","","","",""
"","","","","UKI45","Lambeth","","","","","","","","","","","","","","","","","",""
"","","","","UKI51","Bexley & Greenwich","","","","","","","","","","","","","","","","","",""
"","","","","UKI52","Barking and Dagenham & Havering","","","","","","","","","","","","","","","","","",""
"","","","","UKI53","Redbridge & Waltham Forest","","","","","","","","","","","","","","","","","",""
"","","","","UKI54","Enfield","","","","","","","","","","","","","","","","","",""
"","","","","UKI61","Bromley","","","","","","","","","","","","","","","","","",""
"","","","","UKI62","Croydon","","","","","","","","","","","","","","","","","",""
"","","","","UKI63","Merton, Kingston upon Thames & Sutton","","","","","","","","","","","","","","","","","",""
"","","","","UKI71","Barnet","","","","","","","","","","","","","","","","","",""
"","","","","UKI72","Brent","","","","","","","","","","","","","","","","","",""
"","","","","UKI73","Ealing","","","","","","","","","","","","","","","","","",""
"","","","","UKI74","Harrow & Hillingdon","","","","","","","","","","","","","","","","","",""
"","","","","UKI75","Hounslow & Richmond upon Thames","","","","","","","","","","","","","","","","","",""
"","","","","UKJ25","West Surrey","","","","","","","","","","","","","","","","","",""
"","","","","UKJ26","East Surrey","","","","","","","","","","","","","","","","","",""
"","","","","UKJ27","West Sussex (South West)","","","","","","","","","","","","","","","","","",""
"","","","","UKJ28","West Sussex (North East)","","","","","","","","","","","","","","","","","",""
"","","","","UKJ35","South Hampshire","","","","","","","","","","","","","","","","","",""
"","","","","UKJ36","Central Hampshire","","","","","","","","","","","","","","","","","",""
"","","","","UKJ37","North Hampshire","","","","","","","","","","","","","","","","","",""
"","","","","UKJ43","Kent Thames Gateway","","","","","","","","","","","","","","","","","",""
"","","","","UKJ44","East Kent","","","","","","","","","","","","","","","","","",""
"","","","","UKJ45","Mid Kent","","","","","","","","","","","","","","","","","",""
"","","","","UKJ46","West Kent","","","","","","","","","","","","","","","","","",""
"","","","","ROU","Romania","","","","","","","","","","","","","","","","","",""
"","","","","RO11","North West","","","","","","","","","","","","","","","","","",""
"","","","","RO111","Bihor","","","","","","","","","","","","","","","","","",""
"","","","","RO112","Bistrita-Nasaud","","","","","","","","","","","","","","","","","",""
"","","","","RO113","Cluj","","","","","","","","","","","","","","","","","",""
"","","","","RO114","Maramures","","","","","","","","","","","","","","","","","",""
"","","","","RO115","Satumare","","","","","","","","","","","","","","","","","",""
"","","","","RO116","Salaj","","","","","","","","","","","","","","","","","",""
"","","","","RO12","Center","","","","","","","","","","","","","","","","","",""
"","","","","RO121","Alba","","","","","","","","","","","","","","","","","",""
"","","","","RO122","Brasov","","","","","","","","","","","","","","","","","",""
"","","","","RO123","Covasna","","","","","","","","","","","","","","","","","",""
"","","","","RO124","Harghita","","","","","","","","","","","","","","","","","",""
"","","","","RO125","Mures","","","","","","","","","","","","","","","","","",""
"","","","","RO126","Sibiu","","","","","","","","","","","","","","","","","",""
"","","","","RO21","North East","","","","","","","","","","","","","","","","","",""
"","","","","RO211","Bacau","","","","","","","","","","","","","","","","","",""
"","","","","RO212","Botosani","","","","","","","","","","","","","","","","","",""
"","","","","RO213","Iasi","","","","","","","","","","","","","","","","","",""
"","","","","RO214","Neamt","","","","","","","","","","","","","","","","","",""
"","","","","RO215","Suceava","","","","","","","","","","","","","","","","","",""
"","","","","RO216","Vaslui","","","","","","","","","","","","","","","","","",""
"","","","","RO22","South East","","","","","","","","","","","","","","","","","",""
"","","","","RO221","Braila","","","","","","","","","","","","","","","","","",""
"","","","","RO222","Buzau","","","","","","","","","","","","","","","","","",""
